State,Vehicle_Type,Weather_Condition,Road_Condition,Road_Type,Time_of_Day,Speed_kmph,Crash_Force_kN,Helmet_Used,Seatbelt_Used,Alcohol_Involved,Mobile_Usage,Emergency_Response_Time_min,Driver_License,Gender,Severity,Number_of_Fatalities,Year,Month,Timing
Karnataka,Bike,Clear,Wet,Urban,Afternoon,50.3,78.33,Yes,Not Applicable,Yes,No,13.5,Yes,Female,Serious,0,2022,January,12:26
Gujarat,Car,Rainy,Wet,Highway,Afternoon,74.1,101.06,Not Applicable,Yes,No,No,21.8,No,Male,Serious,3,2020,May,12:26
Maharashtra,Bus,Clear,Dry,Urban,Evening,62.8,98.51,Not Applicable,Yes,Yes,Yes,27.4,Yes,Male,Serious,10,2021,January,19:32
Rajasthan,Bike,Clear,Damaged,Rural,Evening,52.6,69.08,Yes,Not Applicable,No,Yes,30.5,Expired,Female,Serious,0,2021,August,19:57
Uttar Pradesh,Bike,Clear,Damaged,Rural,Evening,63.6,99.89,Yes,Not Applicable,No,Yes,28.7,No,Female,Serious,0,2022,December,18:56
Uttar Pradesh,Car,Foggy,Damaged,Urban,Night,53.3,74.29,Not Applicable,Yes,No,Yes,16.6,Yes,Female,Serious,4,2020,August,22:09
Karnataka,Bike,Foggy,Wet,Rural,Evening,61.9,85.11,Yes,Not Applicable,Yes,No,12.4,Yes,Male,Serious,0,2020,September,20:06
Karnataka,Bike,Clear,Wet,Highway,Night,80.2,106.14,Yes,Not Applicable,Yes,No,15.7,Yes,Male,Serious,3,2020,March,0:55
Uttar Pradesh,Car,Foggy,Wet,Urban,Afternoon,49.3,72.97,Not Applicable,Yes,No,No,26.8,Yes,Female,Serious,3,2022,September,16:47
Tamil Nadu,Car,Rainy,Wet,Highway,Evening,70,107.79,Not Applicable,Yes,No,No,20.8,Expired,Male,Serious,4,2021,November,20:21
Uttar Pradesh,Car,Clear,Dry,Urban,Afternoon,70.3,103.79,Not Applicable,No,Yes,No,14.4,Yes,Male,Serious,5,2019,February,13:55
Rajasthan,Bike,Clear,Dry,Urban,Night,72.3,99.28,Yes,Not Applicable,Yes,No,32.6,Expired,Male,Serious,3,2022,July,1:48
Rajasthan,Bike,Clear,Dry,Urban,Afternoon,45.9,68.41,No,Not Applicable,Yes,Yes,22.4,Yes,Male,Serious,0,2022,April,16:41
Uttar Pradesh,Car,Clear,Wet,Urban,Afternoon,56.4,76.18,Not Applicable,Yes,Yes,No,26,Yes,Male,Serious,5,2021,January,14:19
Gujarat,Bike,Clear,Dry,Rural,Night,73.7,112.06,Yes,Not Applicable,No,No,16.2,Yes,Male,Serious,1,2021,July,3:46
Gujarat,Bike,Foggy,Wet,Rural,Night,78.3,117.65,Yes,Not Applicable,No,No,29.1,Yes,Female,Serious,0,2020,January,21:05
Gujarat,Bus,Clear,Damaged,Urban,Evening,61.3,84.31,Not Applicable,Yes,No,No,29.6,Yes,Male,Serious,9,2024,July,17:30
Rajasthan,Bike,Rainy,Wet,Urban,Night,70.8,98.22,Yes,Not Applicable,No,Yes,16.2,Yes,Female,Serious,2,2022,November,0:35
Gujarat,Car,Clear,Damaged,Rural,Night,75,112.25,Not Applicable,Yes,Yes,No,30.6,Yes,Female,Serious,3,2020,December,3:07
Karnataka,Truck,Rainy,Wet,Urban,Night,49.6,66.25,Not Applicable,Yes,No,Yes,18.1,Yes,Male,Serious,3,2019,January,1:16
Tamil Nadu,Car,Clear,Damaged,Urban,Evening,52.3,78.48,Not Applicable,Yes,Yes,No,17.3,Expired,Female,Serious,6,2021,November,20:27
Tamil Nadu,Car,Rainy,Damaged,Urban,Night,44.8,62.64,Not Applicable,Yes,No,Yes,30.3,Yes,Female,Serious,4,2019,February,1:57
Gujarat,Car,Clear,Damaged,Urban,Morning,61,84.17,Not Applicable,Yes,No,No,12.4,Expired,Female,Serious,4,2021,October,6:23
Rajasthan,Bike,Rainy,Dry,Rural,Morning,56,72.83,Yes,Not Applicable,Yes,No,21.9,No,Female,Serious,0,2022,March,5:07
Gujarat,Car,Clear,Dry,Urban,Evening,67.4,95.77,Not Applicable,No,Yes,No,27.6,Yes,Male,Serious,2,2021,November,19:07
Rajasthan,Car,Clear,Damaged,Highway,Evening,76.3,116.92,Not Applicable,Yes,No,Yes,26.8,No,Male,Serious,3,2024,September,17:22
Rajasthan,Bike,Clear,Wet,Highway,Morning,79.8,107.12,Yes,Not Applicable,No,Yes,25.5,Yes,Female,Serious,0,2019,August,8:42
Rajasthan,Bike,Rainy,Damaged,Rural,Morning,61.2,83.36,Yes,Not Applicable,No,Yes,14.9,No,Male,Serious,3,2019,February,4:15
Uttar Pradesh,Car,Clear,Damaged,Urban,Morning,47.7,75.14,Not Applicable,No,No,Yes,10.1,Yes,Female,Serious,3,2019,February,7:47
Tamil Nadu,Car,Clear,Wet,Urban,Afternoon,74.5,115.18,Not Applicable,Yes,Yes,No,18.6,Yes,Male,Serious,3,2021,November,14:44
Rajasthan,Bus,Clear,Damaged,Urban,Evening,64.6,93.21,Not Applicable,Yes,Yes,No,18.4,Yes,Male,Serious,13,2022,January,19:55
Rajasthan,Bike,Rainy,Dry,Urban,Evening,57.5,91.39,Yes,Not Applicable,No,No,30.5,No,Male,Serious,2,2021,October,17:14
Maharashtra,Bike,Rainy,Wet,Urban,Morning,48.8,65.87,Yes,Not Applicable,No,Yes,33.4,Yes,Female,Serious,2,2021,April,7:30
Tamil Nadu,Car,Foggy,Damaged,Urban,Evening,59.8,86.59,Not Applicable,Yes,No,No,31.2,Expired,Female,Serious,3,2023,November,19:47
Uttar Pradesh,Bike,Rainy,Wet,Rural,Morning,63.2,93.36,Yes,Not Applicable,No,No,14.1,No,Female,Serious,3,2021,June,10:45
Rajasthan,Bike,Clear,Wet,Rural,Evening,69.4,96.01,Yes,Not Applicable,No,Yes,15.7,No,Female,Serious,3,2021,May,18:12
Maharashtra,Car,Clear,Damaged,Highway,Morning,78.1,114.69,Not Applicable,Yes,Yes,Yes,20.5,Yes,Male,Serious,3,2020,May,4:01
Karnataka,Bike,Rainy,Damaged,Urban,Morning,54.9,71.44,Yes,Not Applicable,Yes,Yes,20.2,Yes,Female,Serious,0,2023,October,10:44
Tamil Nadu,Bus,Clear,Damaged,Urban,Morning,62.6,84.4,Not Applicable,Yes,No,Yes,10.4,No,Male,Serious,14,2020,December,10:13
Karnataka,Bike,Clear,Wet,Urban,Evening,67.4,96.26,No,Not Applicable,No,Yes,15.8,Yes,Female,Serious,2,2024,March,19:14
Uttar Pradesh,Bike,Clear,Dry,Urban,Night,49.4,75.44,No,Not Applicable,No,No,15.2,Expired,Female,Serious,0,2024,October,21:29
Tamil Nadu,Car,Rainy,Wet,Urban,Morning,47.2,66.64,Not Applicable,Yes,Yes,No,20.9,Yes,Female,Serious,3,2024,November,9:16
Uttar Pradesh,Truck,Rainy,Dry,Highway,Morning,90,119.53,Not Applicable,Yes,Yes,No,12,Yes,Male,Serious,3,2020,June,10:56
Maharashtra,Bike,Clear,Wet,Urban,Night,60.1,80.66,Yes,Not Applicable,No,Yes,22.8,Expired,Female,Serious,3,2023,December,3:46
Tamil Nadu,Bike,Clear,Wet,Urban,Morning,61.3,83.06,Yes,Not Applicable,No,No,13.8,Yes,Female,Serious,2,2021,December,6:40
Karnataka,Bike,Rainy,Damaged,Urban,Morning,52.9,72.22,Yes,Not Applicable,Yes,Yes,14.5,Yes,Male,Serious,3,2021,April,7:31
Uttar Pradesh,Car,Clear,Dry,Highway,Night,78.4,107.21,Not Applicable,Yes,No,No,17.7,Yes,Female,Serious,2,2019,March,0:59
Gujarat,Car,Clear,Wet,Urban,Evening,71.7,107.6,Not Applicable,Yes,No,No,28.6,Yes,Male,Serious,2,2024,February,18:48
Rajasthan,Car,Foggy,Damaged,Rural,Morning,77.1,116.73,Not Applicable,Yes,Yes,No,26.5,Yes,Male,Serious,5,2022,November,10:20
Gujarat,Bike,Clear,Wet,Highway,Morning,80.6,114.81,Yes,Not Applicable,Yes,No,27.8,Yes,Female,Serious,3,2023,September,6:46
Gujarat,Bike,Clear,Dry,Urban,Night,60.4,86.37,No,Not Applicable,Yes,No,24.6,Yes,Male,Serious,0,2019,December,21:28
Tamil Nadu,Bus,Clear,Wet,Urban,Afternoon,60,78.89,Not Applicable,Yes,No,Yes,28.9,Yes,Male,Serious,8,2021,February,13:36
Rajasthan,Car,Rainy,Damaged,Rural,Night,69.3,90.82,Not Applicable,Yes,No,No,22,Yes,Female,Serious,2,2020,November,1:40
Karnataka,Bike,Foggy,Damaged,Rural,Morning,73.3,101.04,Yes,Not Applicable,Yes,Yes,11,Yes,Female,Serious,0,2020,September,5:45
Maharashtra,Car,Clear,Damaged,Rural,Afternoon,69.8,102.71,Not Applicable,Yes,Yes,Yes,12.3,Yes,Female,Serious,3,2023,November,14:38
Tamil Nadu,Truck,Rainy,Wet,Highway,Morning,87.7,116.79,Not Applicable,Yes,No,Yes,28.5,Yes,Male,Serious,3,2021,July,10:40
Karnataka,Car,Rainy,Dry,Highway,Morning,72.7,95.13,Not Applicable,Yes,No,No,19.4,Yes,Male,Serious,2,2022,September,4:11
Gujarat,Truck,Foggy,Wet,Urban,Evening,52.8,76.38,Not Applicable,Yes,Yes,No,16.3,Yes,Male,Serious,6,2024,March,20:18
Maharashtra,Bike,Clear,Dry,Highway,Night,86.4,116.02,No,Not Applicable,No,Yes,25.5,Yes,Female,Serious,0,2021,July,2:03
Rajasthan,Car,Foggy,Dry,Urban,Night,67.5,100.04,Not Applicable,Yes,Yes,Yes,20.9,Yes,Male,Serious,5,2022,January,23:09
Karnataka,Bike,Clear,Wet,Urban,Afternoon,68.5,90.22,Yes,Not Applicable,Yes,No,15.5,Expired,Male,Serious,4,2021,May,13:23
Rajasthan,Car,Foggy,Wet,Urban,Morning,47.2,74.55,Not Applicable,Yes,No,Yes,19,Yes,Male,Serious,2,2021,July,7:46
Rajasthan,Bike,Clear,Damaged,Rural,Night,74.5,99.66,No,Not Applicable,No,Yes,13.1,Yes,Female,Serious,2,2023,December,0:49
Tamil Nadu,Car,Clear,Damaged,Urban,Afternoon,66.3,102.64,Not Applicable,No,No,No,19.4,No,Female,Serious,3,2021,July,14:34
Rajasthan,Car,Rainy,Dry,Urban,Evening,64.5,100.46,Not Applicable,Yes,Yes,No,13,Expired,Male,Serious,6,2021,November,19:33
Gujarat,Bus,Foggy,Wet,Rural,Evening,63.1,82.18,Not Applicable,Yes,Yes,No,24.4,Yes,Male,Serious,16,2022,January,17:42
Karnataka,Truck,Clear,Wet,Urban,Night,60.8,80.08,Not Applicable,Yes,No,No,12.6,Yes,Male,Serious,3,2022,January,21:38
Karnataka,Car,Foggy,Dry,Rural,Morning,49.4,70.91,Not Applicable,Yes,Yes,Yes,21.9,Yes,Female,Serious,3,2019,December,4:05
Uttar Pradesh,Bike,Clear,Damaged,Rural,Evening,72.9,105.3,Yes,Not Applicable,Yes,No,17.9,Yes,Male,Serious,3,2020,January,18:59
Maharashtra,Truck,Clear,Damaged,Urban,Evening,71.1,93.95,Not Applicable,Yes,Yes,No,16.6,No,Male,Serious,4,2019,May,19:36
Tamil Nadu,Bus,Rainy,Damaged,Highway,Morning,71.7,114.58,Not Applicable,No,No,Yes,24.9,Yes,Male,Serious,7,2024,October,7:08
Uttar Pradesh,Car,Clear,Wet,Urban,Morning,59.4,79.7,Not Applicable,Yes,No,No,10.9,No,Female,Serious,3,2024,February,10:27
Maharashtra,Truck,Foggy,Dry,Urban,Night,40.9,54.16,Not Applicable,Yes,No,Yes,11.9,Expired,Male,Serious,3,2022,May,23:19
Gujarat,Car,Rainy,Dry,Urban,Night,53.9,83.04,Not Applicable,No,No,No,27.5,Yes,Female,Serious,3,2022,March,0:04
Maharashtra,Car,Clear,Damaged,Highway,Morning,89.5,117.36,Not Applicable,Yes,Yes,Yes,31.2,Yes,Female,Serious,3,2024,September,5:17
Tamil Nadu,Bike,Clear,Damaged,Rural,Night,53.7,77.05,Yes,Not Applicable,Yes,Yes,20,Yes,Male,Serious,3,2019,February,21:11
Uttar Pradesh,Bike,Rainy,Damaged,Rural,Evening,57.7,89.65,Yes,Not Applicable,No,No,33.4,No,Male,Serious,3,2023,December,17:27
Maharashtra,Bus,Clear,Damaged,Urban,Evening,44.1,69.09,Not Applicable,Yes,No,Yes,25.5,No,Male,Serious,9,2019,September,18:23
Uttar Pradesh,Bus,Clear,Damaged,Urban,Night,66.3,98.22,Not Applicable,No,No,No,32.2,Yes,Male,Serious,12,2024,February,0:21
Maharashtra,Car,Clear,Dry,Urban,Night,72.5,101.46,Not Applicable,Yes,Yes,Yes,15.3,Yes,Female,Serious,3,2023,January,23:02
Rajasthan,Car,Rainy,Dry,Highway,Morning,69.6,102.9,Not Applicable,Yes,No,Yes,20.9,Expired,Male,Serious,4,2023,April,9:07
Maharashtra,Car,Foggy,Wet,Urban,Night,42.6,66.43,Not Applicable,Yes,No,No,12.7,Yes,Female,Serious,4,2020,February,1:02
Uttar Pradesh,Bus,Rainy,Wet,Urban,Afternoon,37.9,56.75,Not Applicable,Yes,Yes,No,22.7,Yes,Male,Serious,17,2022,March,12:48
Karnataka,Bike,Clear,Damaged,Urban,Night,60.7,83.9,Yes,Not Applicable,No,Yes,19.8,No,Female,Serious,0,2024,October,23:27
Karnataka,Car,Clear,Dry,Highway,Morning,85.4,118.42,Not Applicable,Yes,No,No,23.5,Yes,Female,Serious,1,2019,May,6:08
Gujarat,Bike,Rainy,Damaged,Urban,Evening,41.5,61.11,Yes,Not Applicable,No,No,10.8,No,Male,Serious,3,2021,June,19:43
Maharashtra,Car,Clear,Damaged,Rural,Morning,73.6,112.39,Not Applicable,Yes,Yes,Yes,27.9,Yes,Female,Serious,3,2023,March,9:58
Karnataka,Truck,Clear,Damaged,Highway,Afternoon,83.3,113.6,Not Applicable,Yes,Yes,Yes,27,Yes,Male,Serious,6,2024,June,13:43
Tamil Nadu,Car,Rainy,Dry,Urban,Afternoon,58.2,82.85,Not Applicable,Yes,No,No,30.6,Yes,Female,Serious,2,2024,June,15:15
Tamil Nadu,Car,Rainy,Wet,Rural,Afternoon,47.5,66.53,Not Applicable,Yes,No,No,19.6,Expired,Male,Serious,4,2020,June,13:12
Gujarat,Truck,Clear,Wet,Rural,Afternoon,78.4,110.15,Not Applicable,Yes,No,No,12.7,Yes,Male,Serious,2,2021,January,13:30
Uttar Pradesh,Truck,Clear,Wet,Urban,Morning,57.4,87.34,Not Applicable,Yes,Yes,No,30.3,Yes,Male,Serious,6,2019,October,9:47
Maharashtra,Bike,Foggy,Wet,Rural,Morning,68.7,93.01,Yes,Not Applicable,No,Yes,17.8,Expired,Male,Serious,0,2024,October,11:41
Gujarat,Bike,Foggy,Wet,Urban,Evening,61.4,91.29,Yes,Not Applicable,No,No,31.5,Yes,Male,Serious,2,2023,November,17:27
Gujarat,Bike,Clear,Damaged,Urban,Evening,54.4,83.72,No,Not Applicable,No,No,21.6,Yes,Male,Serious,0,2021,April,20:13
Rajasthan,Car,Foggy,Wet,Urban,Afternoon,58.4,90.54,Not Applicable,Yes,No,No,16.2,No,Female,Serious,3,2023,October,16:15
Uttar Pradesh,Bike,Rainy,Damaged,Urban,Night,63.4,100.03,Yes,Not Applicable,No,No,19.9,Yes,Male,Serious,0,2019,January,21:10
Maharashtra,Car,Clear,Damaged,Urban,Morning,66.8,100.77,Not Applicable,Yes,No,No,29.9,Yes,Female,Serious,3,2024,September,8:32
Karnataka,Bike,Clear,Wet,Urban,Evening,45.3,60.64,Yes,Not Applicable,Yes,No,20.7,Expired,Female,Serious,0,2021,November,20:28
Gujarat,Truck,Clear,Dry,Urban,Night,63.1,86.58,Not Applicable,No,No,Yes,31.3,Yes,Male,Serious,3,2023,July,21:30
Maharashtra,Car,Clear,Damaged,Urban,Night,44.5,60.7,Not Applicable,Yes,Yes,No,33.7,Yes,Male,Serious,6,2019,February,21:41
Gujarat,Car,Clear,Dry,Urban,Night,75.4,115.26,Not Applicable,Yes,No,No,34.3,Yes,Female,Serious,3,2020,December,2:58
Maharashtra,Car,Foggy,Wet,Highway,Night,78.6,108.96,Not Applicable,Yes,No,No,32.1,Yes,Female,Serious,3,2023,March,3:18
Uttar Pradesh,Bike,Foggy,Damaged,Urban,Morning,37.2,49.15,Yes,Not Applicable,Yes,Yes,20,Yes,Female,Serious,3,2024,February,5:04
Tamil Nadu,Car,Rainy,Wet,Highway,Afternoon,69.9,103.25,Not Applicable,Yes,No,No,34.4,Yes,Female,Serious,3,2023,June,14:25
Rajasthan,Bus,Rainy,Damaged,Rural,Morning,55.1,82.77,Not Applicable,Yes,No,No,18.7,No,Male,Serious,13,2024,April,9:56
Uttar Pradesh,Truck,Rainy,Wet,Urban,Night,65.1,92.08,Not Applicable,Yes,No,No,26.7,Yes,Male,Serious,2,2021,February,22:38
Rajasthan,Car,Clear,Wet,Rural,Morning,64.6,88.82,Not Applicable,Yes,Yes,No,28.1,Yes,Female,Serious,3,2024,November,9:15
Gujarat,Car,Foggy,Damaged,Rural,Morning,76.4,114.22,Not Applicable,Yes,No,No,24.6,Yes,Female,Serious,2,2024,March,7:08
Gujarat,Car,Rainy,Dry,Rural,Evening,62.5,85.86,Not Applicable,Yes,No,Yes,13.5,Expired,Male,Serious,4,2022,July,20:04
Maharashtra,Car,Clear,Dry,Urban,Night,57.3,81.06,Not Applicable,Yes,No,No,18.7,No,Female,Serious,3,2023,April,21:06
Tamil Nadu,Bike,Clear,Wet,Rural,Evening,56,86.26,Yes,Not Applicable,No,No,27.8,Yes,Male,Serious,0,2024,June,19:46
Tamil Nadu,Bike,Rainy,Damaged,Urban,Evening,57.5,80.03,No,Not Applicable,No,No,17.2,Expired,Male,Serious,0,2023,October,18:22
Uttar Pradesh,Bike,Clear,Damaged,Urban,Morning,60.1,89.83,Yes,Not Applicable,Yes,Yes,10.8,Yes,Female,Serious,0,2019,November,5:10
Gujarat,Bus,Rainy,Damaged,Urban,Evening,66.1,96.34,Not Applicable,Yes,No,No,26.2,Expired,Male,Serious,8,2020,August,17:16
Gujarat,Car,Foggy,Wet,Urban,Evening,59.1,83.31,Not Applicable,Yes,No,No,23.6,Yes,Female,Serious,3,2021,April,20:23
Rajasthan,Car,Foggy,Damaged,Highway,Evening,79.4,117.69,Not Applicable,Yes,Yes,No,16.1,Yes,Female,Serious,3,2020,March,17:59
Rajasthan,Bike,Rainy,Damaged,Rural,Morning,58.1,78.88,Yes,Not Applicable,Yes,No,18.7,Yes,Female,Serious,3,2024,June,5:58
Rajasthan,Bike,Clear,Damaged,Urban,Evening,59.9,88.06,Yes,Not Applicable,Yes,Yes,11.7,Yes,Female,Serious,0,2020,December,19:44
Rajasthan,Bike,Foggy,Dry,Rural,Night,57,90.46,Yes,Not Applicable,Yes,No,23.6,Yes,Male,Serious,0,2022,June,22:46
Gujarat,Car,Rainy,Dry,Urban,Morning,49.8,78.03,Not Applicable,Yes,Yes,Yes,29.2,Yes,Male,Serious,5,2023,June,9:59
Uttar Pradesh,Car,Clear,Wet,Rural,Morning,52.7,68.86,Not Applicable,Yes,Yes,Yes,24.7,Yes,Female,Serious,6,2021,July,9:32
Rajasthan,Bike,Clear,Wet,Rural,Night,71.4,99.76,Yes,Not Applicable,No,Yes,17.7,Expired,Female,Serious,0,2024,November,1:53
Karnataka,Truck,Clear,Wet,Highway,Night,81.4,114.56,Not Applicable,Yes,No,No,11.7,Yes,Male,Serious,4,2022,May,22:55
Uttar Pradesh,Car,Clear,Damaged,Urban,Morning,69.7,111.39,Not Applicable,Yes,Yes,Yes,26.6,Yes,Female,Serious,6,2022,April,5:03
Gujarat,Car,Clear,Damaged,Urban,Morning,58.3,83.91,Not Applicable,Yes,Yes,No,10.6,No,Male,Serious,7,2021,October,4:00
Karnataka,Bike,Clear,Damaged,Urban,Night,75.6,115.93,Yes,Not Applicable,No,No,26.3,Yes,Female,Serious,2,2023,February,2:18
Tamil Nadu,Truck,Clear,Wet,Urban,Morning,59.4,81.32,Not Applicable,Yes,Yes,No,18,Yes,Male,Serious,5,2020,February,11:07
Uttar Pradesh,Car,Foggy,Dry,Highway,Morning,85.8,113.21,Not Applicable,Yes,Yes,No,13.6,Expired,Female,Serious,4,2024,October,4:42
Gujarat,Truck,Clear,Wet,Urban,Morning,59.4,92.91,Not Applicable,Yes,No,No,28.2,Yes,Male,Serious,2,2019,February,9:15
Maharashtra,Car,Clear,Wet,Urban,Evening,61.5,84.64,Not Applicable,Yes,No,No,25.9,Yes,Female,Serious,2,2024,May,18:35
Tamil Nadu,Truck,Rainy,Damaged,Highway,Night,77.5,110.87,Not Applicable,Yes,No,No,24.2,Expired,Male,Serious,5,2021,August,3:07
Karnataka,Bike,Clear,Dry,Rural,Afternoon,51.5,71.94,Yes,Not Applicable,Yes,No,19.4,No,Male,Serious,3,2020,October,14:44
Rajasthan,Bus,Rainy,Dry,Highway,Evening,89.7,118.25,Not Applicable,Yes,Yes,No,10.1,No,Male,Serious,12,2023,August,20:59
Tamil Nadu,Truck,Rainy,Damaged,Urban,Morning,59.7,94.58,Not Applicable,Yes,Yes,No,19.9,Yes,Male,Serious,5,2020,August,4:51
Rajasthan,Car,Clear,Wet,Rural,Afternoon,56.5,78.43,Not Applicable,Yes,No,Yes,25.6,Yes,Female,Serious,4,2020,February,13:42
Rajasthan,Bike,Foggy,Wet,Urban,Evening,40.9,55.07,Yes,Not Applicable,Yes,No,12.5,Yes,Male,Serious,0,2022,March,17:26
Rajasthan,Car,Clear,Wet,Urban,Evening,71.6,100.82,Not Applicable,No,No,Yes,15.4,Yes,Male,Serious,2,2019,August,19:17
Tamil Nadu,Car,Clear,Wet,Rural,Night,66.3,95.42,Not Applicable,Yes,No,No,10.2,Expired,Female,Serious,5,2022,February,0:00
Gujarat,Car,Rainy,Dry,Rural,Night,48.1,68.58,Not Applicable,Yes,Yes,Yes,15.8,Yes,Female,Serious,5,2022,February,0:20
Uttar Pradesh,Car,Clear,Wet,Rural,Morning,59.3,88.7,Not Applicable,Yes,Yes,No,31.2,Yes,Female,Serious,6,2023,November,11:35
Gujarat,Car,Clear,Damaged,Urban,Night,64,87.28,Not Applicable,Yes,No,No,25.1,Expired,Female,Serious,3,2024,July,23:54
Gujarat,Bus,Clear,Dry,Urban,Afternoon,40.6,54.43,Not Applicable,No,No,No,13.1,No,Male,Serious,12,2023,June,12:57
Gujarat,Car,Foggy,Dry,Highway,Morning,79.7,114.33,Not Applicable,Yes,Yes,No,14.9,Yes,Female,Serious,2,2023,March,9:13
Uttar Pradesh,Car,Rainy,Damaged,Urban,Morning,43.4,56.69,Not Applicable,No,No,No,26.8,Yes,Female,Serious,2,2019,February,7:51
Uttar Pradesh,Bike,Clear,Damaged,Urban,Morning,73.4,101.81,Yes,Not Applicable,Yes,Yes,21.6,Yes,Female,Serious,3,2023,July,6:55
Maharashtra,Truck,Clear,Damaged,Rural,Night,56.2,84.97,Not Applicable,Yes,No,No,33.7,Yes,Male,Serious,2,2019,October,0:38
Uttar Pradesh,Car,Clear,Dry,Urban,Morning,44.6,64.02,Not Applicable,No,Yes,No,21.1,Yes,Female,Serious,2,2022,February,11:49
Rajasthan,Truck,Rainy,Dry,Urban,Evening,64.6,96.42,Not Applicable,Yes,Yes,No,30.4,Yes,Male,Serious,2,2021,January,17:23
Maharashtra,Truck,Clear,Wet,Highway,Morning,77.4,118.51,Not Applicable,Yes,Yes,No,24.3,Yes,Male,Serious,3,2023,May,8:37
Tamil Nadu,Bike,Foggy,Wet,Highway,Morning,70.6,96.56,Yes,Not Applicable,No,No,27.4,Yes,Female,Serious,2,2019,September,7:23
Gujarat,Bike,Foggy,Dry,Rural,Morning,68.6,90.08,Yes,Not Applicable,No,No,20.6,Yes,Female,Serious,1,2024,September,9:36
Rajasthan,Bike,Foggy,Wet,Highway,Evening,70.5,91.89,Yes,Not Applicable,No,Yes,34.2,Yes,Male,Serious,0,2021,March,18:51
Maharashtra,Car,Clear,Damaged,Urban,Morning,67.3,89.33,Not Applicable,Yes,Yes,Yes,25.6,Yes,Female,Serious,3,2022,August,9:20
Maharashtra,Bus,Foggy,Wet,Urban,Afternoon,40.9,59.49,Not Applicable,Yes,No,No,28.2,Expired,Male,Serious,13,2019,March,16:49
Gujarat,Car,Foggy,Wet,Urban,Night,48.5,73.64,Not Applicable,Yes,No,No,22.7,Expired,Female,Serious,4,2019,August,3:09
Rajasthan,Car,Clear,Damaged,Highway,Morning,79.1,106.17,Not Applicable,Yes,No,No,31.7,Expired,Female,Serious,4,2019,December,4:34
Rajasthan,Truck,Rainy,Wet,Urban,Night,58.1,91.46,Not Applicable,Yes,No,Yes,15.1,Yes,Male,Serious,3,2024,May,22:04
Tamil Nadu,Truck,Rainy,Wet,Urban,Night,54.6,77.87,Not Applicable,Yes,No,No,20,Yes,Male,Serious,2,2021,May,21:53
Maharashtra,Car,Foggy,Damaged,Rural,Night,51.4,67.88,Not Applicable,Yes,No,No,24.5,Expired,Female,Serious,3,2022,November,2:36
Gujarat,Car,Rainy,Wet,Rural,Morning,66.9,93.52,Not Applicable,Yes,No,No,32.4,Yes,Female,Serious,4,2021,October,11:29
Uttar Pradesh,Bike,Foggy,Damaged,Urban,Morning,64.1,96.09,Yes,Not Applicable,No,Yes,24.5,Yes,Male,Serious,0,2023,August,4:35
Rajasthan,Car,Foggy,Damaged,Rural,Morning,72.5,110.35,Not Applicable,Yes,No,No,24.4,Yes,Male,Serious,2,2022,November,5:55
Rajasthan,Car,Clear,Dry,Rural,Afternoon,83.6,114.58,Not Applicable,Yes,Yes,No,34.3,Yes,Female,Serious,2,2023,September,13:39
Gujarat,Bike,Foggy,Wet,Rural,Night,63.6,86.62,Yes,Not Applicable,No,No,24.4,Yes,Male,Serious,2,2023,November,3:52
Tamil Nadu,Car,Foggy,Damaged,Urban,Evening,50.9,76.93,Not Applicable,Yes,Yes,No,19.2,Yes,Female,Serious,3,2021,June,18:53
Rajasthan,Bike,Clear,Damaged,Rural,Evening,81.4,111.85,Yes,Not Applicable,Yes,No,34,Yes,Male,Serious,0,2024,September,20:51
Uttar Pradesh,Bike,Clear,Wet,Urban,Morning,50.2,73,Yes,Not Applicable,Yes,No,18.9,Yes,Female,Serious,0,2020,November,8:42
Rajasthan,Bus,Rainy,Damaged,Highway,Afternoon,73.2,101.51,Not Applicable,Yes,No,Yes,20.7,Expired,Male,Serious,13,2022,February,16:47
Maharashtra,Truck,Clear,Dry,Rural,Night,69,101.03,Not Applicable,Yes,Yes,No,10.8,Expired,Male,Serious,3,2021,September,3:29
Uttar Pradesh,Bike,Clear,Damaged,Rural,Afternoon,82.8,116.93,Yes,Not Applicable,No,Yes,32.8,Yes,Male,Serious,0,2023,December,13:11
Rajasthan,Car,Clear,Damaged,Urban,Evening,52.2,78.72,Not Applicable,Yes,No,Yes,31.4,No,Male,Serious,5,2024,April,17:12
Rajasthan,Bus,Clear,Dry,Rural,Night,79.7,117.29,Not Applicable,Yes,No,No,33.4,Expired,Male,Serious,9,2022,November,2:16
Uttar Pradesh,Bike,Rainy,Wet,Rural,Morning,74.8,117.96,Yes,Not Applicable,No,No,19.3,No,Male,Serious,0,2021,July,7:44
Tamil Nadu,Bike,Rainy,Wet,Rural,Morning,77.7,103.2,Yes,Not Applicable,No,No,34.2,Yes,Male,Serious,2,2022,January,5:44
Gujarat,Truck,Foggy,Damaged,Urban,Morning,52.6,82.04,Not Applicable,Yes,No,Yes,21.1,Expired,Male,Serious,4,2023,April,9:16
Maharashtra,Bike,Clear,Wet,Urban,Morning,60.6,79.76,Yes,Not Applicable,Yes,Yes,18.3,Yes,Female,Serious,3,2021,May,10:44
Uttar Pradesh,Bike,Rainy,Damaged,Urban,Night,55.3,79.18,Yes,Not Applicable,No,No,11.8,No,Female,Serious,0,2023,February,0:52
